UniqueID,f1,f2,dist_0,uid_0,dist_1,uid_1,dist_2,uid_2,dist_3,uid_3,dist_4,uid_4
62e4db1b-81a6-5114-85f6-a151d9ba2bf2,-11.693486213684082,-33.1484375,0.0,62e4db1b-81a6-5114-85f6-a151d9ba2bf2,0.13353504642930264,619afb58-a38b-5a8a-bd32-8aa945cb8afe,3.5421943683427792,d4f7b583-b122-5de8-9f6f-923f86a44792,3.542503793561598,18afd85a-f469-5c8a-a51a-1ba628cf3e86,3.5625313091591906,413672b9-763d-50c6-af26-43fedaf60e8d
554fb5bf-054b-51da-8b93-a3078b1491f8,-40.33928680419922,-98.07880401611328,0.0,554fb5bf-054b-51da-8b93-a3078b1491f8,2.1211216178320695,8c4656b3-dbd0-5e2c-9484-24753ab9377e,2.9626471650516284,7c798bad-7867-5ea2-a275-7410b475a862,2.973658915158118,1db0fc4d-7d11-5445-9aac-86f62d86c63a,3.3601334636466693,c5e28c56-0b83-54aa-ab43-0c8b9a922497
34558ee9-53aa-558b-857f-f470ebf5d3ef,-83.13764953613281,100.46576690673828,0.0,34558ee9-53aa-558b-857f-f470ebf5d3ef,0.6766157930586355,7c54ba13-f8c3-527f-b71e-5744cb4040e5,1.5242607110320001,e593ef35-4774-5951-b99e-2f650ce3617b,1.703989856147918,6cb5900b-d0f1-5a41-8832-2ed04fbbade4,1.7739658504095654,99add5a9-8215-5cf0-ae33-7231567a1e4c
dcde0d02-3eb5-522c-b7c3-95f6751f2b70,-116.02274322509766,-13.167173385620115,0.0,dcde0d02-3eb5-522c-b7c3-95f6751f2b70,0.00189395013234286,de7fbbbd-d6c8-5d7c-9cd0-1deb9f59069f,3.3015559818000266,37d9dbb0-3253-5dcf-9237-232b8db1c156,4.166401677306688,139483f2-0374-5589-8428-2d214eb74af1,4.168550339913843,91c64a25-3261-5b83-9ccc-e8d6f6f7aaa7
d9cdb833-072e-575d-b4bb-69dfb3e1a709,-16.582534790039062,78.72674560546875,0.0,d9cdb833-072e-575d-b4bb-69dfb3e1a709,0.8012478693362127,418f8b96-8c04-56cb-95c1-25e69f5b2df3,1.9863166134249286,e4e6bd35-c62f-5086-b500-984b87f80810,2.2560370457757437,0f784a74-001b-5221-9dff-73c87e239823,3.900967556874584,edd4f63a-3a10-54fb-ac94-8442a2f5c95a
1bd14860-7c0b-5ab2-866c-69201d1be5b6,-166.68141174316406,-56.18806457519531,0.0,1bd14860-7c0b-5ab2-866c-69201d1be5b6,0.28953342522425757,1602d0aa-043a-5d17-b119-66b4f3eff82c,2.1818946346966017,0a9793ae-0dff-5e46-b4b9-5e5fcc09a215,3.161544294750107,7b311422-9f99-522c-8c44-96555eda03f3,3.187837671617401,be65d9b3-914d-59f0-8c91-2004a09f120c
c5f61897-9343-5274-bdf4-7abce855ba7f,-143.9207305908203,-52.03267288208008,0.0,c5f61897-9343-5274-bdf4-7abce855ba7f,0.347724996156183,b559d67c-f958-5473-aa44-77054e8563f6,2.4411690445107204,580e0f7e-1c58-5038-9057-c026085d47c9,2.923785706411777,88c4ee84-7821-5ac1-85d0-37b6ec16971e,3.1301006966621134,e5e8e2e5-8b29-530b-95c6-817dbad57fad
a6eef117-e5a9-56f3-891b-2751e66d1678,54.60549545288086,121.51687622070312,0.0,a6eef117-e5a9-56f3-891b-2751e66d1678,0.0007509142182593076,3bcfc48a-cfdd-56ca-81b3-9c69ae47cfbe,6.614655925616179,9037fb85-2e22-5181-9420-a94947b3d7d3,6.718015117163418,3259c94a-3ea0-57b6-9d82-21f91d61bde1,7.240101696957341,fbe357a7-bfdc-5e5c-9c9b-36434a4f6a68
a805304f-1ddf-5d15-af75-c3f132592470,63.82827758789063,-17.430570602416992,0.0,a805304f-1ddf-5d15-af75-c3f132592470,0.002330824512856055,eb082722-9ab5-59aa-9675-af8c3af59022,4.710578768615439,06a9d03e-51e4-568a-b6f0-d0b7b59be216,4.7110402438227865,e4ba34fa-dbe0-572c-9554-29e3234fe854,4.869953936274493,330e0077-4c99-54b8-a725-cdd0f8022935
a3340154-c77a-5a38-b4e7-cb02171bf037,-29.762733459472656,92.51625061035156,0.0,a3340154-c77a-5a38-b4e7-cb02171bf037,1.8453409420538063,becdc427-4b4a-5c90-98b2-0b67c446b6a2,2.010625774058757,4f34f562-c626-5d71-9623-f4f95ea10f19,2.710830937136727,d5df6188-0b3b-5c36-9b83-d4876b397bfa,2.755785797314004,d84dca95-d90c-53aa-9c18-fc2b8e08838e
