uid_1,uid_2,name1,name2,sound_dist,name_dist,is_psfix,cat,res,to_keep
c5f61897-9343-5274-bdf4-7abce855ba7f,b559d67c-f958-5473-aa44-77054e8563f6,Cassette 44_Side B_Corrected,Cassette 44_Side B,0.34772499615618296,0.0714285714285714,1,above_st--below_nt--psfix,1,0
a6eef117-e5a9-56f3-891b-2751e66d1678,3bcfc48a-cfdd-56ca-81b3-9c69ae47cfbe,1 Audio Track,01 Dastgah Zabul Segah,0.0007509142182593076,0.5868298368298368,0,below_st--below_nt--not_psfix,1,1
9b930051-7032-513f-97f1-66d29269aae3,1ebb1758-47b1-5be8-be18-61dc127ab4f3,4. Bahari Hailindiki_Side A_Corrected,4. Bahari Hailindiki_Side A,0.3757102926261881,0.054054054054054064,1,above_st--below_nt--psfix,1,0
c1ba6ca4-c514-59fe-8188-11cdd0521dab,7be09626-6994-5fe9-8444-13041fb959fc,1. Track 1_Cassette 61_Side A,1. Track 1_Cassette 61_Side A__Corrected,0.6649142182184813,0.05500000000000005,1,above_st--below_nt--psfix,1,1
389a5638-4ff9-506a-b62e-828f137147f2,366afc89-e8c8-5f66-91ed-2c8fc27b2da0,4. Track 4_Ali Mkali 1_Side A,Ali Mkali 1_Side A,0.9844559866157472,0.2745849297573436,1,above_st--below_nt--psfix,-1,2
4d389231-5445-5b5c-9aaf-7eb89dfac76e,0d041ab6-13ea-55ca-907e-84e31ee7d948,17 Audio Track,17 Track 17,0.0025471210975167784,0.2035353535353536,0,below_st--below_nt--not_psfix,1,1
4d389231-5445-5b5c-9aaf-7eb89dfac76e,2e9f7620-bb06-5787-a458-0342f8f94cc4,17 Audio Track,7 Audio Track,3.9701794134064494,0.023809523809523725,1,above_st--below_nt--psfix,-1,2
22905b3f-e68b-5338-b918-6cb67d768366,95dff593-a8ae-5a23-9202-bd26f30c8204,"13-12 Taqsîm, Mesuré",09 Suite,0.14245294595194594,0.4962121212121212,0,below_st--below_nt--not_psfix,-1,2
890b1add-9726-51d4-8f9e-1aa0be5f8657,af15ce38-fd20-5190-8a23-4cccd70498ad,"7 'Ayyaratnî al-shayb:La Blancheur De Mes Cheveux Suivi De Ahibbek Yâ Ghâlî :Je T'aime, Ô Mon Cher","07 'Ayyaratnî al-shayb_La Blancheur De Mes Cheveux Suivi De Ahibbek Yâ Ghâlî _Je T'aime, Ô Mon Cher",0.03380345396550912,0.016087876524769732,0,below_st--below_nt--not_psfix,1,1
c4a41092-749f-5bcd-9e6e-786b7d62cdf9,e04a0132-1c9e-560e-8a9f-cf107b7c955d,05 Wabiruhi Min Al-Ghid,06 Sama'i Nahawand,0.010938990121054364,0.4442431561996779,0,below_st--below_nt--not_psfix,-1,2
3f85b198-4deb-5786-8d53-3ca7a1e9f6d0,029d91a9-6b2c-51be-937f-19d2a94cda4e,Matano 1_Side A,Matano 1_Side A_Corrected,0.6155201370354397,0.07999999999999996,1,above_st--below_nt--psfix,1,1
62e52c8d-efe5-589b-ae05-e64268af677c,b095681e-350b-58d9-8d4f-6fbb9d45bb1a,3. Track 3_Ali Mkali_Side B,Ali Mkali_Side B,2.4037023028950957,0.2816358024691358,1,above_st--below_nt--psfix,-1,2
950f4726-206d-5bcc-88da-2478cdfe06aa,ba100c0d-8336-5899-bf48-c4f158752700,Kidumbaki Asilia Vol. 3_Makame Faki_Side A___Corrected,1. Track 1_Kidumbaki Asilia Vol. 3_Makame Faki_Side A___Corrected,3.9176280679478808,0.1798670465337131,1,above_st--below_nt--psfix,-1,2
9719d5ec-8f5e-5fa2-99fa-1a9682e2b8fa,3b74726b-0062-52dc-af23-6f9ce08b5e33,15 Audio Track,15 خـــذ ماتبي,0.0001504751809945375,0.4761904761904762,0,below_st--below_nt--not_psfix,1,1
f02a9917-32aa-5392-b7c0-eed186f35ff2,b5061a91-48c4-50ba-87eb-d8c42d306329,7. Waambira Jeri_Zein Selected Songs #1_Zein Musical Party_Side B,7. Waambira Jeri_Zein Selected Songs #1_Zein Musical Party_Side B__Corrected,0.3620470013382915,0.028947368421052614,1,above_st--below_nt--psfix,1,1
f02a9917-32aa-5392-b7c0-eed186f35ff2,4c763c5a-22d4-50f3-97d2-ce4ed064358c,7. Waambira Jeri_Zein Selected Songs #1_Zein Musical Party_Side B,Zein Selected Songs #1_Zein Musical Party_Side B,2.668831212085187,0.2364850427350427,1,above_st--below_nt--psfix,-1,2
8b00f14d-77dc-5709-914a-23e9774375a2,7fac4c8a-8891-5336-95ea-31dc26e92058,01 Ya Habibi Dawabni al-Hawa,1 Audio Track,0.0024608789164312144,0.5456043956043957,0,below_st--below_nt--not_psfix,1,0
085eef56-f7b1-5731-b73c-f143fd2d740b,c2cf74a3-3162-5238-a8fd-827e3409b91d,13 Track 13,13 Audio Track,0.0048650238733530405,0.2035353535353536,0,below_st--below_nt--not_psfix,1,0
0d89f907-b473-50dd-89af-ae9db6a47e77,addef2b2-6de8-5548-81e2-ea2cb2c4acd2,11 Alawah,11 Audio Track,0.0022538147005697357,0.3624338624338624,0,below_st--below_nt--not_psfix,1,0
1b38f556-d27e-529b-9d5f-97b1e1fe1a16,7f9fa08c-03e4-5ed4-aed0-de8fe70531d6,T55AdiComp3Voc105bpm.R,T55AdiComp3Voc105bpm.L,0.0,0.018181818181818188,0,below_st--below_nt--not_psfix,1,1
1b38f556-d27e-529b-9d5f-97b1e1fe1a16,ea78197d-c508-5fd6-a5a9-989c303c3401,T55AdiComp3Voc105bpm.R,T55AdiComp3Voc105bpm_stereo,0.0,0.07003367003367,0,below_st--below_nt--not_psfix,1,1
69a8c7af-293d-55a1-bba2-bcee14effef6,069b7050-1de3-5f5b-b1cc-5c700593b003,5. Mwanaadamu Siombe_Zein Vol. No. 13_Zein Musical Party_Side B___Corrected,Zein Vol. No. 13_Zein Musical Party_Side B___Corrected,1.7341957013366287,0.25382716049382725,1,above_st--below_nt--psfix,-1,2
7e0ef3d0-8bf8-51ef-b3ff-eae0a97ac85d,44f502a2-f05b-5cd0-8517-8c398faf8922,3. Kama Chalika Nena Ukale_Noorul Oyoon Zanzibar C-90_Noor Ul Oyoon Musical Club_Side B,3. Kama Chalika Nena Ukale_Noorul Oyoon Zanzibar C-90_Noor Ul Oyoon Musical Club_Side B__Corrected,0.3713232250259832,0.022448979591836785,1,above_st--below_nt--psfix,1,1
61843fb3-5abd-5c21-9a69-f20973ddbfc5,8ee025f4-c2e3-5e69-b828-75c6cf57a952,Enyi Ndege,Chombo,0.22010929653196745,1.0,0,below_st--above_nt--not_psfix,-1,2
fae64521-c7df-592e-b2fc-a4e4eb9061b0,59bd19ca-c45c-57f4-bfe2-17c556e6546f,T78MisraComp1Mri160bpm_stereo,T78MisraComp1Mri160bpm_1.R,0.2568831114905292,0.06445623342175066,0,below_st--below_nt--not_psfix,1,0
f8d1b79d-4749-5e6d-8c41-eede8a907a5d,fdb2c416-8909-5d2b-8fcb-5a2d8d3a7651,4. Tupate Rehema_Side A,4. Tupate Rehema_Side A_Corrected,0.7816620490592872,0.06060606060606055,1,above_st--below_nt--psfix,1,1
7107e5ee-9f2d-58c9-a9bd-24d82d62bea1,ae92b525-6c33-5f80-9fed-6b314246504c,2 Audio Track,02 Al-Mahaba,0.0005138950842041323,0.45299145299145294,0,below_st--below_nt--not_psfix,1,1
0e51c14a-6c6d-54e0-b695-85203f5d4607,93e6d654-38d1-5e60-bc5f-1d8fab1f8c1e,8 Audio Track,08 Track 08,0.003794410166491811,0.34411421911421913,0,below_st--below_nt--not_psfix,1,0
d8197cae-58be-51ce-998e-f9ba4b0f59cd,8249be98-1b66-570a-b134-b9eb6c172cef,Zein Vol. No. 8_Zein Musical Party_Side B,3. Siwate Kunikumbuka_Zein Vol. No. 8_Zein Musical Party_Side B,1.3960511054038922,0.2749387017679701,1,above_st--below_nt--psfix,-1,2
d8197cae-58be-51ce-998e-f9ba4b0f59cd,ceb5244c-1fd6-5c96-9ee3-d4bf8b304859,Zein Vol. No. 8_Zein Musical Party_Side B,1. Kivuli_Zein Vol. No. 8_Zein Musical Party_Side B,1.6806155792319706,0.2157659811892237,1,above_st--below_nt--psfix,-1,2
ce988ee9-d2b4-5c03-bf0d-83e30236d25c,cf3f5de2-7794-52f1-90b6-a45b183d4bc0,1 Audio Track,01 ماعتدهم ذمه,0.000364398444643837,0.5183150183150182,0,below_st--below_nt--not_psfix,1,1
9068c451-9b8b-54f6-9607-77365226edb7,07bd1cf1-ae1b-5eff-b903-e454595a65ee,T94MisraComp2Kan160bpm_stereo,T94MisraComp2Kan160bpm.L,0.0,0.06494252873563222,0,below_st--below_nt--not_psfix,1,0
7d749bf4-e873-5125-8ab7-7693f6294864,d3df86df-0326-5f7a-be5e-3e1735faa8bc,T126AdiComp5Mri70bpm_stereo,T126AdiComp5Mri70bpm.L,0.17065585511576764,0.07003367003367,0,below_st--below_nt--not_psfix,1,0
2cb8faaa-3872-5928-a17b-a72158f47250,225a4b66-38af-5120-b99a-df3282357072,5 Audio Track,05 Sallem Alayha,0.002115407856974515,0.5641025641025641,0,below_st--below_nt--not_psfix,1,1
4a48b6c7-4841-52c1-9b1f-40e7fd0c63a7,75f1234b-092c-5dd5-b393-61d792f012f6,01 Gased,1 Audio Track,0.0011602952164288134,0.4647435897435898,0,below_st--below_nt--not_psfix,1,0
c196a923-9c04-5e10-a635-ee5ebacb8540,c16329b8-0c63-52b1-b0bc-6c7e568ec820,6 El Hal Romancy,02 Marrait,0.23461124020953725,0.5041666666666667,0,below_st--below_nt--not_psfix,-1,2
58fa70b8-d65c-5f60-ad8b-7d5eaccd14ab,a9d5e96f-a658-53e7-a018-23bf930a31bf,NewBhaloNo20_orig_A_Corrected,New Bhalo No20_Side A,0.23666405445331284,0.1547216587784539,0,below_st--below_nt--not_psfix,1,0
be33c251-7105-56c5-a3f8-da5c81203626,403c2fd9-a012-5648-8e5b-8ef3e6d9a65d,3. Track 3_Side_A_Corrected,3. Track 3_Side A,0.0009836076880331763,0.0932461873638344,0,below_st--below_nt--not_psfix,1,0
6748d353-5df8-53ef-93d2-e394ef1a892e,1e43bf66-4f96-57e4-bc80-c9250fcd3d7c,1-17 Gazelle Du Désert - Il Se Leva Et Fit Circules Les Coupes,"13-15 Taqsîm, Qânûn",0.01902474890446512,0.5567580567580568,0,below_st--below_nt--not_psfix,-1,2
0ca4117e-7006-5174-a495-343b935a2f63,93545b93-919c-5782-9ac2-c77dc43fd494,2. Mtakufa Kihoro_Vol. 22 Mwanamke Mazingira_Muungano Cultural Troupe_Side B__Corrected,Vol. 22 Mwanamke Mazingira_Muungano Cultural Troupe_Side B__Corrected,4.039057909304666,0.2235548892220556,1,above_st--below_nt--psfix,-1,2
4452d2ee-51a0-5c7a-a013-bb50ae543e40,527411b7-adc8-5a82-a4b0-a3f4fe278a2b,3. Uzabizabina_Diamond Star_Sitara & Party_Side A___Corrected,3. Uzabizabina_Diamond Star_Sitara & Party_Side A,0.38695153361122,0.03934426229508203,1,above_st--below_nt--psfix,1,0
8886ff42-fc88-543c-9979-00379df3d92f,c56d0e49-dd20-559a-8e6b-71979ffe8fbf,3-07 L'origine De L'amour Est Un Regard,"3-12 Âme, Reprends Confiance En Ton Étoile",0.2662920353187285,0.4335242052633358,0,below_st--below_nt--not_psfix,-1,2
e4e42005-d82a-5e76-96f2-0c859ebff182,704c6254-e8ba-579b-85da-8668131291f8,6. Mnyanganyo_Zein Selected Songs #1_Zein Musical Party_Side B,6. Mnyanganyo_Zein Selected Songs #1_Zein Musical Party_Side B__Corrected,0.3890277269770788,0.03013698630136985,1,above_st--below_nt--psfix,1,1
e4e42005-d82a-5e76-96f2-0c859ebff182,4c763c5a-22d4-50f3-97d2-ce4ed064358c,6. Mnyanganyo_Zein Selected Songs #1_Zein Musical Party_Side B,Zein Selected Songs #1_Zein Musical Party_Side B,1.6917682435996135,0.23846326164874554,1,above_st--below_nt--psfix,-1,2
7e0920be-6db2-5215-8d32-be99e9fd4745,dfcdc1b0-82de-56e7-9dfa-5f4a5bc516d2,Cassette 26_Side A,2. Hodhi La Mahaba_Cassette 26_Side A,2.3887158029268627,0.567067067067067,1,above_st--below_nt--psfix,-1,2
93f21629-b870-5c37-b54f-a83d6c60bef8,69dfb129-1657-5d18-beb2-ef5a1884234d,5. Track 5_Old Bhalo No. 1_Side A_Corrected,Old Bhalo No. 1_Side A_Corrected,3.3640671424269204,0.1946463178294574,1,above_st--below_nt--psfix,-1,2
143f679c-72f8-5966-868f-42a66ba8ee87,9675856d-b061-53ac-9b13-2a2553cc8680,1. Track 1_Zein Vol. No. 13_Zein Musical Party_Side A,1. Track 1_Zein Vol. No. 13_Zein Musical Party_Side A___Corrected,0.31932881093442755,0.03692307692307695,1,above_st--below_nt--psfix,1,1
317c20ac-0990-51ff-8ed6-bf427ee55a48,ba75d19a-3b65-5026-b8cf-4202f9a201e6,09 Inte Wana,9 Audio Track,0.004489747971020421,0.45299145299145294,0,below_st--below_nt--not_psfix,1,0
393ed2ad-aa0e-53ce-a952-9aeb095557bb,67076edd-a988-5d3c-a09c-028145caf880,2. Wamesema Mchana_SilverStar No. 2_Side A__Corrected,SilverStar No. 2_Side A__Corrected,2.9559609763783827,0.27635960044395125,1,above_st--below_nt--psfix,-1,2
83dfc5f4-5e4a-5fb4-91ab-870db4d0c9d4,933291da-b4bb-5b1b-9b73-d3f9c2e3441e,"7 Dor  Yalli Tichki""""",07 Dor _ Yalli Tichki_,0.0008342034065991966,0.07720057720057716,0,below_st--below_nt--not_psfix,1,1
ccba84da-fadc-5ec7-903b-c416f9d955bf,2f64e543-0747-5cfe-a986-785e753ac1ae,14 Audio Track,14 Track 14,0.005376639537486632,0.2035353535353536,0,below_st--below_nt--not_psfix,1,1
6633d458-d63e-5b7c-befe-683c20e8599e,d9df0333-29c9-53dd-b299-9e9923795e35,04 Tobacco Under Accusation,4 Tobacco Under Accusation,2.397204700886638,0.012345679012345734,1,above_st--below_nt--psfix,-1,2
233a141c-80ea-542b-b0e7-a44bb2d33b92,a5443ff8-de83-58b0-a798-35d568e0de69,Zein concerts 20_Zein Musical Party_Side A___Corrected,Zein concerts 20_Zein Musical Party_Side A,0.602434017014268,0.0444444444444444,1,above_st--below_nt--psfix,1,0
4030ba95-2cd5-5ab5-8bd8-062ecd1953a7,b88ab42e-6bbd-5a1a-bbe4-61a47d66b5ec,4 Audio Track,04 تسلم عيونك,0.001164532797272691,0.5128205128205128,0,below_st--below_nt--not_psfix,1,1
091ebdcf-abd0-53cb-8653-b145024e3e57,6c798251-bb06-533d-8ca7-2b60c01b8bfc,1. Lo! Fisadi Kiwembe!!!_East African Melody 2001_Modern Taarab Group_Side A__Corrected,East African Melody 2001_Modern Taarab Group_Side A__Corrected,2.834198960095238,0.2490112470646397,1,above_st--below_nt--psfix,-1,2
c0f79477-3374-5a09-82e8-06ebc7255abe,79e0cf2c-4b95-5312-8233-a714b6902b37,Zein Vol. No. 13_Zein Musical Party_Side A___Corrected,2. Track 2_Zein Vol. No. 13_Zein Musical Party_Side A___Corrected,1.2105565758757653,0.21073124406457733,1,above_st--below_nt--psfix,-1,2
c0f79477-3374-5a09-82e8-06ebc7255abe,61bb0efa-970d-5b62-8c7f-24dcf150bcb8,Zein Vol. No. 13_Zein Musical Party_Side A___Corrected,Zein Vol. No. 13_Zein Musical Party_Side A,2.1963686598837118,0.0444444444444444,1,above_st--below_nt--psfix,1,0
e3dfb604-9fce-5552-ad35-4e329b1b4d32,23d07837-d49f-5ab4-baf1-904e3970f407,Zein Vol. No. 12_Zein Musical Party_Side A,3. Tauli Yangu_Zein Vol. No. 12_Zein Musical Party_Side A,2.7809912743088425,0.2464494569757728,1,above_st--below_nt--psfix,-1,2
f9f65359-f705-5d4d-869d-7075fb055372,da6f5b7d-c495-5a63-94f6-4d6b8c82fc76,New Bhalo No. 13_Bhalo & Party_Side A,3. Mtumaini Cha Nduguye_New Bhalo No. 13_Bhalo & Party_Side A,4.060988656111308,0.2797961896322553,1,above_st--below_nt--psfix,-1,2
1a3f25ca-8dc8-5041-85a3-c04bbe253102,3269adfa-ae1a-5df8-9540-3c705ed4d1a0,17 Dastgah-e Nava - Hoseyn,19 Dastgah-e Mahur - Zir-afkand,0.21989075777652534,0.2514474772539289,0,below_st--below_nt--not_psfix,-1,2
0388c50f-074d-53e4-90f8-4728b70fd0df,9ed96b08-0f58-587d-ac64-f4646fc9d089,3. Mjifunzao Kuoga_Kidampa Nuksi Volume 8_Sitara Bute & Diamond Star Musical Club_Side A,3. Mjifunzao Kuoga_Kidampa Nuksi Volume 8_Sitara Bute & Diamond Star Musical Club_Side A__Corrected,0.4852133705989272,0.022222222222222254,1,above_st--below_nt--psfix,1,1
2ac2f92d-710b-50bc-985c-4f71bc33437f,248f7d4c-4d18-5e5e-be56-c8ada48b9a61,3. Mwana Adaino Havumi_Zein Vol. No. 13_Zein Musical Party_Side B,Zein Vol. No. 13_Zein Musical Party_Side B,0.9228816482897648,0.2766788766788767,1,above_st--below_nt--psfix,-1,2
b18c0556-aafd-5cca-9ca4-44f73856119a,ca99569a-7e6b-5fee-98f1-db9c7cd68d1a,3. Sindano_Zein concerts 20_Zein Musical Party_Side A,3. Sindano_Zein concerts 20_Zein Musical Party_Side A___Corrected,0.9935064141271996,0.03692307692307695,1,above_st--below_nt--psfix,1,1
b18c0556-aafd-5cca-9ca4-44f73856119a,a5443ff8-de83-58b0-a798-35d568e0de69,3. Sindano_Zein concerts 20_Zein Musical Party_Side A,Zein concerts 20_Zein Musical Party_Side A,2.253571605146167,0.2279125486672656,1,above_st--below_nt--psfix,-1,2
d94c3caa-481a-5251-bcf4-ed5ff363b3d0,3def7256-7ea8-53e0-a63b-745d90114b94,Cassette 68_Side A_Corrected,Cassette 66_Side A,0.03718104957968865,0.0896825396825397,0,below_st--below_nt--not_psfix,1,0
163d4487-4fe1-5591-8564-ebd84066ab04,1a644d83-3588-5f5a-b8e0-d3bcd314999a,Cassette 39_Side B__Corrected,2. Track 2_Cassette 39_Side B__Corrected,3.1266876868140483,0.2410919540229885,1,above_st--below_nt--psfix,-1,2
a08d61d0-7622-55d7-9623-375739da3937,40ae27fc-99c3-524b-9a64-2a66e6a36224,T113MisraComp3Voc210bpm.R,T113MisraComp3Voc210bpm.L,0.0,0.016000000000000014,0,below_st--below_nt--not_psfix,1,1
a08d61d0-7622-55d7-9623-375739da3937,9535800e-3a76-5a5c-9fed-4118136858a0,T113MisraComp3Voc210bpm.R,T113MisraComp3Voc210bpm_stereo,0.0,0.06266666666666665,0,below_st--below_nt--not_psfix,1,1
3273bbb5-2557-5e31-9fd8-0a2def50a50d,7b3faefd-2b8e-5aef-8520-75f7ac14e050,05 Nostalgia De Córdoba,5 Nostalgia de Córdoba. Nostalgia for Cordoba,0.0006666995205116511,0.25472112428634164,0,below_st--below_nt--not_psfix,1,0
18ed35d8-40f1-524d-b8b6-eaf146491f23,53724395-ddd9-5a10-ab22-1a72bc2f6c09,1. Amejitokeza_Cassette 15_Kizushi_Side B,1. Amejitokeza_Cassette 15_Kizushi_Side B__Corrected,0.3739534483727296,0.04230769230769238,1,above_st--below_nt--psfix,1,1
908ebab4-757f-572b-995d-7aeed0d46980,9334c75d-211d-5969-a44b-4e1e30749fc6,1. Track 1_Maulidi Juma 21B Side B,Maulidi Juma 21B Side B,1.1565519996976767,0.2672634271099744,1,above_st--below_nt--psfix,0,-1
2d7f98b3-1ccf-5390-812f-70ae7a2de5c2,39921fc4-42ac-5abe-9978-d7a6eeba7d99,Fatma Issa Songs_Side B_Corrected,Fatma Issa Songs_Side B,0.6663304117629784,0.06060606060606055,1,above_st--below_nt--psfix,0,-1
340371ef-fcaa-5fae-bdd3-ffa7b8b23be7,23babdb3-55de-5bea-8a7c-a9d28b342a7a,2. Nakuo Mba Tulidana_Side B,2. Nakuo Mba Tulidana_Side B_Corrected,0.5534645495525026,0.05263157894736836,1,above_st--below_nt--psfix,0,-1
1771170c-f702-578e-a3b1-9f5b2397a1f3,31ec6787-4ec0-555e-87dc-5bddf3c3defb,Cassette 29_Side B__Corrected,2. Track 2_Cassette 29_Side B__Corrected,3.4211241090678866,0.2410919540229885,1,above_st--below_nt--psfix,0,-1
dd902c14-705e-51e7-aea3-e40e7811b8c2,57f0b456-2279-5927-bab2-7f89a62e4551,1. Track 1_Cassette 29_Side B,1. Track 1_Cassette 29_Side B__Corrected,2.4108079318880176,0.05500000000000005,1,above_st--below_nt--psfix,0,-1
c7dec1a5-01ac-5b41-b032-b08ec6eaad68,065bb5f3-5e6b-5698-8225-38fa1c564d68,2 Al-Andalus Abre Sus Puertas. Al-Andalus Opens Its Gates,02 Al-Andalus Sbre Sus Puertas,0.002486492131338016,0.22157477025898087,0,below_st--below_nt--not_psfix,0,-1
27fa1575-96da-5778-8a22-770bdf61c52b,25e20c80-0f89-5edb-a209-045ae5d9ce8c,06 Track 06,6 Audio Track,0.012115824427819284,0.34411421911421913,0,below_st--below_nt--not_psfix,0,-1
6f6f983b-44e4-5e9c-ac4e-7f2fb711bad5,a030ce96-919d-5948-995c-9cb823543241,18 Audio Track,18 Track 18,0.0017636983730649066,0.2035353535353536,0,below_st--below_nt--not_psfix,0,-1
838eb464-d285-5fc8-842b-0b675ee72e09,f1c9a90d-726b-5870-a624-8222d88e8cc8,7 Audio Track,07 Mayeswa,0.0011664992452242054,0.4897435897435898,0,below_st--below_nt--not_psfix,0,-1
486f0b98-90bc-53d3-a58d-70f319b329a9,13308339-4356-50fe-aadb-8ba9eef85b78,T29AdiComp1Voc70bpm_stereo,T29AdiComp1Voc70bpm.L,0.0,0.07289377289377286,0,below_st--below_nt--not_psfix,0,-1
486f0b98-90bc-53d3-a58d-70f319b329a9,74b5e4ec-31a8-5580-85c9-d5f732e7eac6,T29AdiComp1Voc70bpm_stereo,T29AdiComp1Voc70bpm.R,0.0,0.07289377289377286,0,below_st--below_nt--not_psfix,0,-1
0f25f56c-6dac-5737-b3f8-7c1cfb7d737a,f0e11632-9388-59c1-84fd-435b1469543c,6 Audio Track,06 تعبك راحه,0.0004027397237882596,0.5064102564102564,0,below_st--below_nt--not_psfix,0,-1
accfbfb3-212f-51a7-9e03-11d650ed8966,c2bc0cd1-4328-5138-b21d-7020ae037537,T80MisraComp1Voc125bpm_stereo,T80MisraComp1Voc125bpm.L,0.0,0.06494252873563222,0,below_st--below_nt--not_psfix,0,-1
11b24c64-9e47-50ef-ae27-cd0443bdd9ae,4d1ebcfe-5fb0-5ffc-b314-77d18c87018c,Zenji Flava_Side B___Corrected,3. Hujafa Hujaumbika_Zenji Flava_Side B___Corrected,4.9640168219988565,0.2428104575163399,1,above_st--below_nt--psfix,0,-1
864ff96e-af5d-59e2-a3a8-c8d35f6445a7,a347731e-3b90-5ecd-8069-bc29ba41049a,01 Track 01,1 Audio Track,0.0014035597870968636,0.34411421911421913,0,below_st--below_nt--not_psfix,0,-1
a9d5e96f-a658-53e7-a018-23bf930a31bf,094b4064-a0e0-5d99-85b5-cb86db1521bd,New Bhalo No20_Side A,New Bhalo No20_Side A_Corrected,0.4229451764430383,0.06451612903225812,1,above_st--below_nt--psfix,0,-1
28fa7aac-83e3-5ca0-bf8a-fb6e5edc0d19,9413a2aa-1048-5557-8ba8-8fd38a9e9905,6. Wijana Mnayesoma_20 Best of E.A's 1950s_The African Sounds_Side B,20 Best of E.A's 1950s_The African Sounds_Side B,3.0957559929596328,0.2508169934640523,1,above_st--below_nt--psfix,0,-1
3bb1f47f-87df-5859-a164-c84a2549ce77,2c171110-62fe-5fe6-a450-1585aafaba20,Zein at Germany 1999_Zein_Side B,4. Enyi Ndege_Zein at Germany 1999_Zein_Side B,2.5712971571115486,0.25769927536231885,1,above_st--below_nt--psfix,0,-1
c64f654f-d452-5464-9c70-f462cca65058,16d9e21e-dd0d-516d-a64e-98246028294e,T135AdiComp5Kan85bpm.R,T135AdiComp5Kan85bpm_stereo,0.0,0.07003367003367,0,below_st--below_nt--not_psfix,0,-1
a1b89bff-c0d4-5af8-8792-9517fc10c239,8c031e59-6a98-5775-adaf-4c96b46f6c6f,10 Ya Ahl El Habayeb,10 Audio Track,0.0005323049190684416,0.4793650793650793,0,below_st--below_nt--not_psfix,0,-1
3b08764b-b370-5039-aa07-26e18a801c9f,c6bda1da-e79e-5f65-b105-ff1b34b039d7,4. Sofia Pt. II_Jacob William Maunda_Jawima Orch Mukaa Super International_Side A_Corrected,Jacob William Maunda_Jawima Orch Mukaa Super International_Side A_Corrected,3.5465794371794037,0.2097191697191697,1,above_st--below_nt--psfix,0,-1
b7abcda3-3cfb-5617-9f52-86377ef29216,97d88e1b-2038-546e-b863-1380d5f2f83b,1. Track 1_Cassette_9_Side A,Cassette_9_Side A,3.4411344649997315,0.2682072829131652,1,above_st--below_nt--psfix,0,-1
ed072a43-8658-524d-8985-beac660a141d,3c2b4dee-d611-5880-beff-e220be73b7a6,01 اخ قلبي,1 Audio Track,0.0011266991066754427,0.4897435897435898,0,below_st--below_nt--not_psfix,0,-1
35365df4-5558-5822-bca5-1788a0f2d48d,98247ca0-c1db-5521-9bc3-e1a693ca2a91,6. Track 6_Cassette 58_Side A,Cassette 58_Side A,2.2043609611270507,0.2653256704980843,1,above_st--below_nt--psfix,0,-1
8917bac6-eccb-5fc0-8008-fc7caa466229,d1ffd71a-2886-573f-b0c2-39c86c73f194,East African Melody 2001_Modern Taarab Group_Side A,1. Lo! Fisadi Kiwembe!!!_East African Melody 2001_Modern Taarab Group_Side A,2.741497919261845,0.2632438940488476,1,above_st--below_nt--psfix,0,-1
2370b7f4-5915-56f4-bd08-14520580c327,8cf16a6e-9631-5b7f-b953-d4a6ce2319f7,Cassette 58_Side B_Corrected,6. Track 6_Cassette 58_Side B_Corrected,1.9980958562143336,0.2428266178266177,1,above_st--below_nt--psfix,0,-1
b4fa1252-fbc0-5eb9-ba0a-c90df1b41a7f,8b3bbff9-68b4-5c86-8d9b-0759c3cd56dc,TOT Taarab Vol - 32_Side A_Corrected,1. Tuko Benet_TOT Taarab Vol - 32_Side A_Corrected,3.6224803626405286,0.2507407407407407,1,above_st--below_nt--psfix,0,-1
0f2483bd-39a9-5106-8cd0-5cdc6a3304cf,1318cec7-797d-51e5-847a-e1f12644f6c4,5. Hamnitaji Kwa Wema_Side A,5. Hamnitaji Kwa Wema_Side A_Corrected,0.6373241357604383,0.05263157894736836,1,above_st--below_nt--psfix,0,-1
f4b85a0b-d6ea-5170-a73b-79e057de9d47,aefa5414-9217-5718-ae5c-ed2bbb02b714,13 Hab Mn El Sharik Nisnas,13 Audio Track,0.04891467068797226,0.41529304029304026,0,below_st--below_nt--not_psfix,0,-1
5da05d92-0e27-5a40-af62-6cd47b0a04e3,5cdf1c82-0382-532f-8df8-04e6b42f4ffb,T115MisraComp3Kan160bpm_stereo,T115MisraComp3Kan160bpm.R,0.0,0.06266666666666665,0,below_st--below_nt--not_psfix,0,-1
6fba6d08-953f-5ca6-baf4-0e267b56a0f4,44109542-f2c2-5dc3-aa20-c187b38ab7da,Habib & Abdalla 1_Side B,4. Track 4_Habib & Abdalla 1_Side B,3.397145251246022,0.2575396825396825,1,above_st--below_nt--psfix,0,-1
c5fa10be-c473-5a67-9b1a-15aec30c3456,47342cc7-e7ff-5086-be8f-cbcccdb9e6a5,6. Track 6_Hassan Mix_Hassan_Side A___Corrected,Hassan Mix_Hassan_Side A___Corrected,3.5263841317941718,0.18449566587864466,1,above_st--below_nt--psfix,0,-1
8b7a7bb2-6fd1-5987-96b9-95852145c5d7,360ebf51-c5b3-531d-9c37-ce3e425eedd5,2. Track 2_Cassette 39_Side B,Cassette 39_Side B,3.1159306440547807,0.2653256704980843,1,above_st--below_nt--psfix,0,-1
